EXPSAMPLE_ACCESSION	EXPERIMENT_ACCESSION	REAGENT_ACCESSION
ES147740	EXP3727	ESR4278
ES147739	EXP3727	ESR4220
ES147737	EXP3727	ESR4287
ES147751	EXP3727	ESR4454
ES147745	EXP3727	ESR4269
ES147745	EXP3727	ESR4428
ES147760	EXP3727	ESR4334
ES147759	EXP3727	ESR4222
ES147759	EXP3727	ESR4269
ES147758	EXP3727	ESR4269
ES147758	EXP3727	ESR4427
ES147757	EXP3727	ESR4243
ES147754	EXP3727	ESR4278
ES147767	EXP3727	ESR4300
ES147766	EXP3727	ESR4256
ES147766	EXP3727	ESR4269
ES147764	EXP3727	ESR4256
ES147776	EXP3727	ESR4336
ES147776	EXP3727	ESR4495
ES147772	EXP3727	ESR4256
ES147772	EXP3727	ESR4289
ES147771	EXP3727	ESR4220
ES147784	EXP3727	ESR4336
ES147782	EXP3727	ESR4242
ES147779	EXP3727	ESR4423
ES147791	EXP3727	ESR4454
ES147789	EXP3727	ESR4386
ES147788	EXP3727	ESR4278
ES147785	EXP3727	ESR4256
ES147797	EXP3727	ESR4236
ES147797	EXP3727	ESR4386
ES147795	EXP3727	ESR4278
ES147794	EXP3727	ESR4315
ES147793	EXP3727	ESR4428
ES147803	EXP3727	ESR4386
ES147802	EXP3727	ESR4278
ES147812	EXP3727	ESR4325
ES147811	EXP3727	ESR4269
ES147809	EXP3727	ESR4269
ES147808	EXP3727	ESR4278
ES147820	EXP3727	ESR4269
ES147820	EXP3727	ESR4454
ES147818	EXP3727	ESR4243
ES147816	EXP3727	ESR4278
ES147816	EXP3727	ESR4315
ES147815	EXP3727	ESR4222
ES147827	EXP3727	ESR4256
ES147826	EXP3727	ESR4243
ES147824	EXP3727	ESR4423
ES147822	EXP3727	ESR4269
ES147834	EXP3727	ESR4337
ES147833	EXP3727	ESR4269
ES147835	EXP3727	ESR4222
ES147843	EXP3727	ESR4300
ES147841	EXP3727	ESR4423
ES147840	EXP3727	ESR4315
ES147852	EXP3727	ESR4337
ES147851	EXP3727	ESR4269
ES147849	EXP3727	ESR4386
ES147846	EXP3727	ESR4431
ES147860	EXP3727	ESR4334
ES147860	EXP3727	ESR4336
ES147859	EXP3727	ESR4454
ES147858	EXP3727	ESR4242
ES147857	EXP3727	ESR4236
ES147856	EXP3727	ESR4278
ES147866	EXP3727	ESR4278
ES147862	EXP3727	ESR4315
ES147870	EXP3727	ESR4219
ES147878	EXP3727	ESR4495
ES147876	EXP3727	ESR4386
ES147881	EXP3727	ESR4253
ES147881	EXP3727	ESR4386
ES147880	EXP3727	ESR4219
ES147879	EXP3727	ESR4222
ES147888	EXP3727	ESR4335
ES147885	EXP3727	ESR4220
ES147894	EXP3727	ESR4222
ES147894	EXP3727	ESR4269
ES147892	EXP3727	ESR4236
ES147889	EXP3727	ESR4269
ES147889	EXP3727	ESR4278
ES147903	EXP3727	ESR4335
ES147903	EXP3727	ESR4495
ES147902	EXP3727	ESR4325
ES147900	EXP3727	ESR4236
ES147900	EXP3727	ESR4243
ES147898	EXP3727	ESR4220
ES147910	EXP3727	ESR4222
ES147910	EXP3727	ESR4269
ES147909	EXP3727	ESR4256
ES147907	EXP3727	ESR4429
ES147906	EXP3727	ESR4278
ES147919	EXP3727	ESR4336
ES147917	EXP3727	ESR4427
ES147915	EXP3727	ESR4269
ES147915	EXP3727	ESR4289
ES147926	EXP3727	ESR4269
ES147924	EXP3727	ESR4236
ES147922	EXP3727	ESR4423
ES147935	EXP3727	ESR4336
ES147934	EXP3727	ESR4269
ES147930	EXP3727	ESR4278
ES147930	EXP3727	ESR4315
ES147928	EXP3727	ESR4278
ES147941	EXP3727	ESR4269
ES147941	EXP3727	ESR4300
ES147941	EXP3727	ESR4325
ES147939	EXP3727	ESR4386
ES147938	EXP3727	ESR4256
ES147937	EXP3727	ESR4278
ES147937	EXP3727	ESR4423
ES147936	EXP3727	ESR4325
ES147946	EXP3727	ESR4337
ES147945	EXP3727	ESR4269
ES147951	EXP3727	ESR4336
ES147951	EXP3727	ESR4337
ES147947	EXP3727	ESR4278
ES147956	EXP3727	ESR4495
ES147955	EXP3727	ESR4269
ES147954	EXP3727	ESR4253
ES147953	EXP3727	ESR4220
ES147953	EXP3727	ESR4278
ES147960	EXP3727	ESR4325
ES147959	EXP3727	ESR4236
ES147959	EXP3727	ESR4243
ES147957	EXP3727	ESR4222
ES147964	EXP3727	ESR4243
ES147971	EXP3727	ESR4336
ES147969	EXP3727	ESR4253
ES147968	EXP3727	ESR4315
ES147968	EXP3727	ESR4423
ES147979	EXP3727	ESR4334
ES147978	EXP3727	ESR4454
ES147977	EXP3727	ESR4278
ES147976	EXP3727	ESR4236
ES147976	EXP3727	ESR4253
ES147987	EXP3727	ESR4334
ES147986	EXP3727	ESR4300
ES147984	EXP3727	ESR4253
ES147983	EXP3727	ESR4289
ES147983	EXP3727	ESR4429
ES147981	EXP3727	ESR4325
ES147980	EXP3727	ESR4256
ES147994	EXP3727	ESR4222
ES147994	EXP3727	ESR4269
ES147991	EXP3727	ESR4269
ES147989	EXP3727	ESR4222
ES147989	EXP3727	ESR4278
ES147988	EXP3727	ESR4428
ES148000	EXP3727	ESR4243
ES147999	EXP3727	ESR4278
ES148008	EXP3727	ESR4243
ES148008	EXP3727	ESR4253
ES148007	EXP3727	ESR4429
ES148006	EXP3727	ESR4220
ES148006	EXP3727	ESR4278
ES148019	EXP3727	ESR4334
ES148018	EXP3727	ESR4300
ES148015	EXP3727	ESR4429
ES148014	EXP3727	ESR4219
ES148013	EXP3727	ESR4315
ES148012	EXP3727	ESR4278
ES148026	EXP3727	ESR4325
ES148023	EXP3727	ESR4269
ES148023	EXP3727	ESR4429
ES148022	EXP3727	ESR4220
ES148032	EXP3727	ESR4335
ES148031	EXP3727	ESR4269
ES148031	EXP3727	ESR4300
ES148030	EXP3727	ESR4269
ES148030	EXP3727	ESR4386
ES148028	EXP3727	ESR4222
ES148034	EXP3727	ESR4278
ES148038	EXP3727	ESR4315
ES148049	EXP3727	ESR4269
ES148049	EXP3727	ESR4325
ES148048	EXP3727	ESR4278
ES148047	EXP3727	ESR4243
ES148045	EXP3727	ESR4278
ES148043	EXP3727	ESR4278
ES148057	EXP3727	ESR4269
ES148055	EXP3727	ESR4386
ES148053	EXP3727	ESR4278
ES148065	EXP3727	ESR4454
ES148064	EXP3727	ESR4269
ES148064	EXP3727	ESR4427
ES148063	EXP3727	ESR4269
ES148062	EXP3727	ESR4256
ES148061	EXP3727	ESR4220
ES148060	EXP3727	ESR4431
ES148059	EXP3727	ESR4428
ES148073	EXP3727	ESR4300
ES148071	EXP3727	ESR4243
ES148071	EXP3727	ESR4253
ES148071	EXP3727	ESR4386
ES148068	EXP3727	ESR4431
ES148082	EXP3727	ESR4336
ES148079	EXP3727	ESR4243
ES148077	EXP3727	ESR4423
ES148075	EXP3727	ESR4278
ES148089	EXP3727	ESR4269
ES148088	EXP3727	ESR4269
ES148085	EXP3727	ESR4219
ES148085	EXP3727	ESR4220
ES148083	EXP3727	ESR4256
ES148098	EXP3727	ESR4334
ES148097	EXP3727	ESR4269
ES148103	EXP3727	ESR4243
ES148102	EXP3727	ESR4278
ES148101	EXP3727	ESR4219
ES148099	EXP3727	ESR4256
ES148114	EXP3727	ESR4495
ES148112	EXP3727	ESR4242
ES148112	EXP3727	ESR4256
ES148110	EXP3727	ESR4289
ES148108	EXP3727	ESR4325
ES148118	EXP3727	ESR4269
ES148117	EXP3727	ESR4423
ES148116	EXP3727	ESR4315
ES148127	EXP3727	ESR4253
ES148127	EXP3727	ESR4386
ES148126	EXP3727	ESR4269
ES148126	EXP3727	ESR4278
ES148126	EXP3727	ESR4289
ES148125	EXP3727	ESR4220
ES148124	EXP3727	ESR4325
ES148137	EXP3727	ESR4495
ES148135	EXP3727	ESR4269
ES148135	EXP3727	ESR4278
ES148133	EXP3727	ESR4278
ES148131	EXP3727	ESR4315
ES148130	EXP3727	ESR4256
ES148130	EXP3727	ESR4278
ES148143	EXP3727	ESR4336
ES148143	EXP3727	ESR4495
ES148146	EXP3727	ESR4253
ES148145	EXP3727	ESR4219
ES148144	EXP3727	ESR4278
ES148153	EXP3727	ESR4334
ES148153	EXP3727	ESR4337
ES148150	EXP3727	ESR4219
ES148155	EXP3727	ESR4278
ES148154	EXP3727	ESR4278
ES148166	EXP3727	ESR4495
ES148163	EXP3727	ESR4253
ES148161	EXP3727	ESR4278
ES148160	EXP3727	ESR4315
ES148159	EXP3727	ESR4256
ES148173	EXP3727	ESR4300
ES148172	EXP3727	ESR4427
ES148170	EXP3727	ESR4256
ES148170	EXP3727	ESR4269
ES148169	EXP3727	ESR4315
ES148181	EXP3727	ESR4222
ES148178	EXP3727	ESR4278
ES148178	EXP3727	ESR4289
ES148176	EXP3727	ESR4278
ES148190	EXP3727	ESR4495
ES148188	EXP3727	ESR4256
ES148186	EXP3727	ESR4269
ES148185	EXP3727	ESR4278
ES148198	EXP3727	ESR4334
ES148198	EXP3727	ESR4336
ES148198	EXP3727	ESR4337
ES148195	EXP3727	ESR4243
ES148194	EXP3727	ESR4256
ES148206	EXP3727	ESR4334
ES148203	EXP3727	ESR4236
ES148203	EXP3727	ESR4386
ES148201	EXP3727	ESR4278
ES148213	EXP3727	ESR4222
ES148212	EXP3727	ESR4242
ES148212	EXP3727	ESR4427
ES148210	EXP3727	ESR4269
ES148207	EXP3727	ESR4428
ES148221	EXP3727	ESR4300
ES148220	EXP3727	ESR4242
ES148220	EXP3727	ESR4278
ES148219	EXP3727	ESR4253
ES148216	EXP3727	ESR4325
ES148230	EXP3727	ESR4495
ES148229	EXP3727	ESR4325
ES148228	EXP3727	ESR4256
ES148228	EXP3727	ESR4427
ES148226	EXP3727	ESR4278
ES148223	EXP3727	ESR4287
ES148235	EXP3727	ESR4335
ES148235	EXP3727	ESR4495
ES148233	EXP3727	ESR4236
ES148233	EXP3727	ESR4243
ES148232	EXP3727	ESR4315
ES148232	EXP3727	ESR4423
ES148231	EXP3727	ESR4222
ES148239	EXP3727	ESR4269
ES148238	EXP3727	ESR4236
ES148245	EXP3727	ESR4335
ES148244	EXP3727	ESR4269
ES148242	EXP3727	ESR4220
ES148241	EXP3727	ESR4431
ES148249	EXP3727	ESR4300
ES148247	EXP3727	ESR4220
ES148246	EXP3727	ESR4431
ES148253	EXP3727	ESR4253
ES148253	EXP3727	ESR4269
ES148251	EXP3727	ESR4315
ES148260	EXP3727	ESR4336
ES148260	EXP3727	ESR4495
ES148258	EXP3727	ESR4243
ES148257	EXP3727	ESR4315
ES148256	EXP3727	ESR4325
ES148275	EXP3727	ESR4325
ES148272	EXP3727	ESR4256
ES148269	EXP3727	ESR4287
ES148284	EXP3727	ESR4335
ES148283	EXP3727	ESR4454
ES148281	EXP3727	ESR4236
ES148281	EXP3727	ESR4243
ES148281	EXP3727	ESR4253
ES148278	EXP3727	ESR4222
ES148289	EXP3727	ESR4336
ES148289	EXP3727	ESR4495
ES148286	EXP3727	ESR4315
ES148293	EXP3727	ESR4269
ES148293	EXP3727	ESR4454
ES148292	EXP3727	ESR4236
ES148292	EXP3727	ESR4386
ES148290	EXP3727	ESR4431
ES148301	EXP3727	ESR4336
ES148299	EXP3727	ESR4427
ES148298	EXP3727	ESR4236
ES148297	EXP3727	ESR4278
ES148295	EXP3727	ESR4222
ES148294	EXP3727	ESR4256
ES148308	EXP3727	ESR4222
ES148304	EXP3727	ESR4220
ES148311	EXP3727	ESR4315
ES148311	EXP3727	ESR4431
ES148310	EXP3727	ESR4287
ES148325	EXP3727	ESR4336
ES148322	EXP3727	ESR4269
ES148322	EXP3727	ESR4386
ES148320	EXP3727	ESR4278
ES148318	EXP3727	ESR4269
ES148318	EXP3727	ESR4278
ES148330	EXP3727	ESR4336
ES148329	EXP3727	ESR4325
ES148327	EXP3727	ESR4423
ES148334	EXP3727	ESR4269
ES148339	EXP3727	ESR4454
ES148336	EXP3727	ESR4222
ES148336	EXP3727	ESR4278
ES148344	EXP3727	ESR4222
ES148343	EXP3727	ESR4236
ES148342	EXP3727	ESR4220
ES148342	EXP3727	ESR4278
ES148347	EXP3727	ESR4219
ES148353	EXP3727	ESR4386
ES148352	EXP3727	ESR4315
ES148351	EXP3727	ESR4222
ES148359	EXP3727	ESR4222
ES148358	EXP3727	ESR4236
ES148363	EXP3727	ESR4269
ES148363	EXP3727	ESR4386
ES148362	EXP3727	ESR4219
ES148362	EXP3727	ESR4278
ES148369	EXP3727	ESR4334
ES148368	EXP3727	ESR4269
ES148367	EXP3727	ESR4243
ES148367	EXP3727	ESR4253
ES148366	EXP3727	ESR4423
ES148365	EXP3727	ESR4315
ES148365	EXP3727	ESR4431
ES148370	EXP3727	ESR4278
ES148379	EXP3727	ESR4334
ES148375	EXP3727	ESR4315
ES148375	EXP3727	ESR4325
ES148384	EXP3727	ESR4334
ES148384	EXP3727	ESR4337
ES148381	EXP3727	ESR4278
ES148380	EXP3727	ESR4222
ES148389	EXP3727	ESR4336
ES148389	EXP3727	ESR4495
ES148388	EXP3727	ESR4454
ES148386	EXP3727	ESR4219
ES148385	EXP3727	ESR4222
ES148392	EXP3727	ESR4236
ES148391	EXP3727	ESR4219
ES148391	EXP3727	ESR4220
ES148391	EXP3727	ESR4278
ES148399	EXP3727	ESR4335
ES148398	EXP3727	ESR4300
ES148398	EXP3727	ESR4325
ES148398	EXP3727	ESR4454
ES148397	EXP3727	ESR4253
ES148396	EXP3727	ESR4220
ES148407	EXP3727	ESR4334
ES148407	EXP3727	ESR4336
ES148406	EXP3727	ESR4300
ES148406	EXP3727	ESR4454
ES148405	EXP3727	ESR4278
ES148403	EXP3727	ESR4269
ES148402	EXP3727	ESR4315
ES148402	EXP3727	ESR4423
ES148401	EXP3727	ESR4278
ES148401	EXP3727	ESR4431
ES148413	EXP3727	ESR4278
ES148410	EXP3727	ESR4423
ES148422	EXP3727	ESR4325
ES148421	EXP3727	ESR4256
ES148421	EXP3727	ESR4269
ES148419	EXP3727	ESR4256
ES148419	EXP3727	ESR4289
ES148418	EXP3727	ESR4278
ES148416	EXP3727	ESR4278
ES148428	EXP3727	ESR4243
ES148428	EXP3727	ESR4386
ES148438	EXP3727	ESR4300
ES148437	EXP3727	ESR4242
ES148436	EXP3727	ESR4269
ES148435	EXP3727	ESR4429
ES148434	EXP3727	ESR4219
ES148434	EXP3727	ESR4315
ES148444	EXP3727	ESR4243
ES148443	EXP3727	ESR4289
ES148442	EXP3727	ESR4315
ES148441	EXP3727	ESR4325
ES148454	EXP3727	ESR4325
ES148453	EXP3727	ESR4256
ES148462	EXP3727	ESR4325
ES148461	EXP3727	ESR4269
ES148458	EXP3727	ESR4220
ES148469	EXP3727	ESR4427
ES148467	EXP3727	ESR4256
ES148464	EXP3727	ESR4287
ES148464	EXP3727	ESR4428
ES148479	EXP3727	ESR4334
ES148479	EXP3727	ESR4495
ES148478	EXP3727	ESR4325
ES148476	EXP3727	ESR4269
ES148476	EXP3727	ESR4386
ES148475	EXP3727	ESR4289
ES148473	EXP3727	ESR4325
ES148484	EXP3727	ESR4334
ES148488	EXP3727	ESR4222
ES148487	EXP3727	ESR4236
ES148485	EXP3727	ESR4278
ES148492	EXP3727	ESR4236
ES148491	EXP3727	ESR4423
ES148490	EXP3727	ESR4222
ES148496	EXP3727	ESR4423
ES148495	EXP3727	ESR4315
ES148503	EXP3727	ESR4222
ES148501	EXP3727	ESR4219
ES148501	EXP3727	ESR4278
ES148511	EXP3727	ESR4325
ES148510	EXP3727	ESR4278
ES148509	EXP3727	ESR4386
ES148506	EXP3727	ESR4431
ES148505	EXP3727	ESR4278
ES148516	EXP3727	ESR4300
ES148516	EXP3727	ESR4325
ES148515	EXP3727	ESR4269
ES148513	EXP3727	ESR4431
ES148522	EXP3727	ESR4336
ES148518	EXP3727	ESR4278
ES148526	EXP3727	ESR4325
ES148525	EXP3727	ESR4386
ES148524	EXP3727	ESR4219
ES148524	EXP3727	ESR4220
ES148532	EXP3727	ESR4334
ES148532	EXP3727	ESR4495
ES148531	EXP3727	ESR4454
ES148528	EXP3727	ESR4278
ES148537	EXP3727	ESR4336
ES148537	EXP3727	ESR4337
ES148534	EXP3727	ESR4278
ES148533	EXP3727	ESR4315
ES148533	EXP3727	ESR4325
ES148542	EXP3727	ESR4336
ES148542	EXP3727	ESR4495
ES148540	EXP3727	ESR4236
ES148539	EXP3727	ESR4423
ES148538	EXP3727	ESR4431
ES148547	EXP3727	ESR4337
ES148546	EXP3727	ESR4325
ES148545	EXP3727	ESR4243
ES148544	EXP3727	ESR4278
ES148543	EXP3727	ESR4325
ES148552	EXP3727	ESR4495
ES148560	EXP3727	ESR4335
ES148560	EXP3727	ESR4495
ES148559	EXP3727	ESR4454
ES148558	EXP3727	ESR4269
ES148557	EXP3727	ESR4243
ES148553	EXP3727	ESR4256
ES148553	EXP3727	ESR4269
ES148561	EXP3727	ESR4278
ES148575	EXP3727	ESR4335
ES148570	EXP3727	ESR4423
ES148569	EXP3727	ESR4278
ES148582	EXP3727	ESR4325
ES148581	EXP3727	ESR4242
ES148580	EXP3727	ESR4236
ES148578	EXP3727	ESR4219
ES148578	EXP3727	ESR4315
ES148577	EXP3727	ESR4325
ES148588	EXP3727	ESR4334
ES148585	EXP3727	ESR4315
ES148584	EXP3727	ESR4222
ES148584	EXP3727	ESR4325
ES148593	EXP3727	ESR4336
ES148593	EXP3727	ESR4337
ES148591	EXP3727	ESR4236
ES148590	EXP3727	ESR4220
ES148589	EXP3727	ESR4278
ES148597	EXP3727	ESR4334
ES148596	EXP3727	ESR4253
ES148596	EXP3727	ESR4269
ES148595	EXP3727	ESR4219
ES148595	EXP3727	ESR4278
ES148594	EXP3727	ESR4315
ES148605	EXP3727	ESR4336
ES148600	EXP3727	ESR4219
ES148613	EXP3727	ESR4334
ES148612	EXP3727	ESR4300
ES148610	EXP3727	ESR4243
ES148610	EXP3727	ESR4386
ES148609	EXP3727	ESR4269
ES148606	EXP3727	ESR4269
ES148620	EXP3727	ESR4454
ES148619	EXP3727	ESR4278
ES148617	EXP3727	ESR4269
ES148617	EXP3727	ESR4278
ES148616	EXP3727	ESR4423
ES148615	EXP3727	ESR4315
ES148614	EXP3727	ESR4278
ES148614	EXP3727	ESR4428
ES148628	EXP3727	ESR4334
ES148627	EXP3727	ESR4454
ES148625	EXP3727	ESR4236
ES148623	EXP3727	ESR4315
ES148622	EXP3727	ESR4325
ES148636	EXP3727	ESR4336
ES148635	EXP3727	ESR4222
ES148635	EXP3727	ESR4454
ES148634	EXP3727	ESR4427
ES148633	EXP3727	ESR4236
ES148632	EXP3727	ESR4429
ES148629	EXP3727	ESR4287
ES148642	EXP3727	ESR4427
ES148640	EXP3727	ESR4289
ES148647	EXP3727	ESR4325
ES148644	EXP3727	ESR4278
ES148651	EXP3727	ESR4269
ES148651	EXP3727	ESR4386
ES148658	EXP3727	ESR4336
ES148654	EXP3727	ESR4278
ES148666	EXP3727	ESR4337
ES148665	EXP3727	ESR4269
ES148662	EXP3727	ESR4256
ES148670	EXP3727	ESR4300
ES148668	EXP3727	ESR4315
ES148667	EXP3727	ESR4278
ES148681	EXP3727	ESR4334
ES148680	EXP3727	ESR4269
ES148679	EXP3727	ESR4236
ES148679	EXP3727	ESR4243
ES148678	EXP3727	ESR4278
ES148677	EXP3727	ESR4222
ES148677	EXP3727	ESR4315
ES148684	EXP3727	ESR4269
ES148691	EXP3727	ESR4334
ES148688	EXP3727	ESR4278
ES148693	EXP3727	ESR4315
ES148701	EXP3727	ESR4335
ES148701	EXP3727	ESR4336
ES148699	EXP3727	ESR4243
ES148698	EXP3727	ESR4315
ES148698	EXP3727	ESR4423
ES148697	EXP3727	ESR4431
ES148706	EXP3727	ESR4335
ES148704	EXP3727	ESR4386
ES148702	EXP3727	ESR4222
ES148710	EXP3727	ESR4222
ES148708	EXP3727	ESR4278
ES148719	EXP3727	ESR4337
ES148717	EXP3727	ESR4269
ES148717	EXP3727	ESR4278
ES148715	EXP3727	ESR4269
ES148712	EXP3727	ESR4256
ES148724	EXP3727	ESR4335
ES148720	EXP3727	ESR4315
ES148733	EXP3727	ESR4222
ES148738	EXP3727	ESR4300
ES148735	EXP3727	ESR4222
ES148742	EXP3727	ESR4269
ES148741	EXP3727	ESR4220
ES148747	EXP3727	ESR4243
ES148754	EXP3727	ESR4335
ES148754	EXP3727	ESR4495
ES148750	EXP3727	ESR4315
ES148758	EXP3727	ESR4300
ES148755	EXP3727	ESR4222
ES148772	EXP3727	ESR4336
ES148772	EXP3727	ESR4495
ES148771	EXP3727	ESR4325
ES148769	EXP3727	ESR4243
ES148769	EXP3727	ESR4253
ES148768	EXP3727	ESR4429
ES148766	EXP3727	ESR4315
ES148766	EXP3727	ESR4325
ES148765	EXP3727	ESR4287
ES148780	EXP3727	ESR4334
ES148779	EXP3727	ESR4222
ES148778	EXP3727	ESR4242
ES148776	EXP3727	ESR4269
ES148775	EXP3727	ESR4220
ES148774	EXP3727	ESR4325
ES148774	EXP3727	ESR4431
ES148773	EXP3727	ESR4256
ES148773	EXP3727	ESR4269
ES148788	EXP3727	ESR4335
ES148787	EXP3727	ESR4269
ES148786	EXP3727	ESR4427
ES148784	EXP3727	ESR4269
ES148781	EXP3727	ESR4256
ES148781	EXP3727	ESR4269
ES148794	EXP3727	ESR4256
ES148792	EXP3727	ESR4278
ES148792	EXP3727	ESR4429
ES148791	EXP3727	ESR4219
ES148791	EXP3727	ESR4220
ES148790	EXP3727	ESR4315
ES148789	EXP3727	ESR4428
ES148804	EXP3727	ESR4334
ES148803	EXP3727	ESR4300
ES148798	EXP3727	ESR4222
ES148810	EXP3727	ESR4427
ES148809	EXP3727	ESR4243
ES148808	EXP3727	ESR4289
ES148805	EXP3727	ESR4256
ES148820	EXP3727	ESR4336
ES148815	EXP3727	ESR4220
ES148815	EXP3727	ESR4315
ES148828	EXP3727	ESR4336
ES148826	EXP3727	ESR4427
ES148824	EXP3727	ESR4278
ES148823	EXP3727	ESR4278
ES148821	EXP3727	ESR4256
ES148834	EXP3727	ESR4427
ES148831	EXP3727	ESR4220
ES148831	EXP3727	ESR4423
ES148830	EXP3727	ESR4222
ES148830	EXP3727	ESR4278
ES148844	EXP3727	ESR4335
ES148844	EXP3727	ESR4336
ES148843	EXP3727	ESR4454
ES148841	EXP3727	ESR4243
ES148841	EXP3727	ESR4269
ES148839	EXP3727	ESR4278
ES148838	EXP3727	ESR4431
ES148837	EXP3727	ESR4278
ES148837	EXP3727	ESR4428
ES148851	EXP3727	ESR4454
ES148850	EXP3727	ESR4269
ES148849	EXP3727	ESR4386
ES148846	EXP3727	ESR4325
ES148859	EXP3727	ESR4454
ES148856	EXP3727	ESR4429
ES148854	EXP3727	ESR4325
ES148868	EXP3727	ESR4336
ES148863	EXP3727	ESR4315
ES148873	EXP3727	ESR4335
ES148872	EXP3727	ESR4222
ES148869	EXP3727	ESR4431
ES148878	EXP3727	ESR4336
ES148878	EXP3727	ESR4337
ES148877	EXP3727	ESR4269
ES148877	EXP3727	ESR4325
ES148875	EXP3727	ESR4278
ES148884	EXP3727	ESR4335
ES148893	EXP3727	ESR4300
ES148891	EXP3727	ESR4278
ES148890	EXP3727	ESR4315
ES148890	EXP3727	ESR4325
ES148899	EXP3727	ESR4334
ES148899	EXP3727	ESR4335
ES148898	EXP3727	ESR4300
ES148897	EXP3727	ESR4236
ES148897	EXP3727	ESR4269
ES148896	EXP3727	ESR4278
ES148901	EXP3727	ESR4220
ES148900	EXP3727	ESR4325
ES148909	EXP3727	ESR4336
ES148909	EXP3727	ESR4337
ES148913	EXP3727	ESR4325
ES148912	EXP3727	ESR4236
ES148912	EXP3727	ESR4269
ES148910	EXP3727	ESR4315
ES148919	EXP3727	ESR4335
ES148919	EXP3727	ESR4336
ES148919	EXP3727	ESR4495
ES148916	EXP3727	ESR4278
ES148923	EXP3727	ESR4222
ES148922	EXP3727	ESR4236
ES148920	EXP3727	ESR4431
ES148928	EXP3727	ESR4222
ES148928	EXP3727	ESR4269
ES148926	EXP3727	ESR4220
ES148926	EXP3727	ESR4278
ES148925	EXP3727	ESR4222
ES148931	EXP3727	ESR4423
ES148940	EXP3727	ESR4242
ES148940	EXP3727	ESR4256
ES148939	EXP3727	ESR4243
ES148938	EXP3727	ESR4289
ES148937	EXP3727	ESR4219
ES148936	EXP3727	ESR4315
ES148936	EXP3727	ESR4325
ES148949	EXP3727	ESR4269
ES148946	EXP3727	ESR4429
ES148943	EXP3727	ESR4428
ES148953	EXP3727	ESR4278
ES148952	EXP3727	ESR4315
ES148966	EXP3727	ESR4495
ES148965	EXP3727	ESR4269
ES148965	EXP3727	ESR4454
ES148964	EXP3727	ESR4242
ES148964	EXP3727	ESR4278
ES148961	EXP3727	ESR4219
ES148959	EXP3727	ESR4278
ES148974	EXP3727	ESR4337
ES148972	EXP3727	ESR4256
ES148969	EXP3727	ESR4278
ES148968	EXP3727	ESR4431
ES148967	EXP3727	ESR4287
ES148981	EXP3727	ESR4269
ES148980	EXP3727	ESR4269
ES148980	EXP3727	ESR4278
ES148979	EXP3727	ESR4236
ES148979	EXP3727	ESR4269
ES148977	EXP3727	ESR4315
ES148976	EXP3727	ESR4325
ES148975	EXP3727	ESR4256
ES148987	EXP3727	ESR4253
ES148983	EXP3727	ESR4269
ES148996	EXP3727	ESR4242
ES148995	EXP3727	ESR4386
ES148994	EXP3727	ESR4278
ES148991	EXP3727	ESR4256
ES149005	EXP3727	ESR4325
ES149003	EXP3727	ESR4243
ES149002	EXP3727	ESR4269
ES149000	EXP3727	ESR4278
ES149000	EXP3727	ESR4325
ES148999	EXP3727	ESR4269
ES149014	EXP3727	ESR4337
ES149009	EXP3727	ESR4219
ES149009	EXP3727	ESR4278
ES149008	EXP3727	ESR4325
ES149018	EXP3727	ESR4269
ES149017	EXP3727	ESR4243
ES149024	EXP3727	ESR4334
ES149023	EXP3727	ESR4325
ES149021	EXP3727	ESR4423
ES149020	EXP3727	ESR4315
ES149029	EXP3727	ESR4336
ES149028	EXP3727	ESR4269
ES149028	EXP3727	ESR4300
ES149026	EXP3727	ESR4220
ES149025	EXP3727	ESR4315
ES149033	EXP3727	ESR4454
ES149036	EXP3727	ESR4220
ES149036	EXP3727	ESR4315
ES149035	EXP3727	ESR4315
ES149044	EXP3727	ESR4334
ES149044	EXP3727	ESR4336
ES149043	EXP3727	ESR4222
ES149041	EXP3727	ESR4220
ES149040	EXP3727	ESR4278
ES149040	EXP3727	ESR4325
ES149048	EXP3727	ESR4222
ES149054	EXP3727	ESR4335
ES149052	EXP3727	ESR4243
ES149065	EXP3727	ESR4495
ES149063	EXP3727	ESR4242
ES149063	EXP3727	ESR4256
ES149063	EXP3727	ESR4269
ES149062	EXP3727	ESR4236
ES149058	EXP3727	ESR4278
ES149070	EXP3727	ESR4243
ES149069	EXP3727	ESR4289
ES149068	EXP3727	ESR4220
ES149067	EXP3727	ESR4222
ES149066	EXP3727	ESR4269
ES149081	EXP3727	ESR4334
ES149081	EXP3727	ESR4335
ES149080	EXP3727	ESR4269
ES149080	EXP3727	ESR4325
ES149078	EXP3727	ESR4236
ES149078	EXP3727	ESR4243
ES149078	EXP3727	ESR4269
ES149074	EXP3727	ESR4428
ES149089	EXP3727	ESR4336
ES149088	EXP3727	ESR4222
ES149086	EXP3727	ESR4269
ES149086	EXP3727	ESR4386
ES149083	EXP3727	ESR4278
ES149083	EXP3727	ESR4315
ES149083	EXP3727	ESR4325
ES149093	EXP3727	ESR4336
ES149093	EXP3727	ESR4495
ES149092	EXP3727	ESR4222
ES149091	EXP3727	ESR4253
ES149091	EXP3727	ESR4386
ES149090	EXP3727	ESR4219
ES149100	EXP3727	ESR4336
ES149097	EXP3727	ESR4269
ES149097	EXP3727	ESR4386
