FCS_HEADER_ID	PARAMETER_NUMBER	PNN_REPORTED	PNS_REPORTED	PNN_PREFERRED	PNN_PREFERRED_TERM_ID	PNS_PREFERRED	PNS_PREFERRED_TERM_ID
81481	6	FL4-H	APC CD45RO				
122965	1	FSC-H	FSC				
122965	2	SSC-H	SSC				
122965	3	FL1-H	FITC CD4				
122965	4	FL2-H	PE CXCR3				
122965	5	FL3-H	PP CD8				
122965	6	FL4-H	APC CCR5				
102281	1	FSC-H	Forward Scatter				
102281	2	SSC-H	Side Scatter				
102281	3	FL1-H	FITC CD56				
102281	4	FL2-H	PE CD123				
102281	5	FL3-H	PP CD3 14 19				
102281	6	FL4-H	APC CD11C				
82423	1	FSC-H	FSC				
82423	2	SSC-H	SSC				
82423	3	FL1-H	FITC CD56				
82423	4	FL2-H	PE CXCR3				
82423	5	FL3-H	PP CD3				
82423	6	FL4-H	APC CCR5				
126505	1	FSC-H	FSC				
126505	2	SSC-H	SSC				
126505	3	FL1-H	AUTO1				
126505	4	FL2-H	AUTO2				
126505	5	FL3-H	AUTO3				
126505	6	FL4-H	AUTO4				
132522	1	FSC-H	FSC				
132522	2	SSC-H	SSC				
132522	3	FL1-H	FITC CD14				
132522	4	FL2-H	PE CD23				
132522	5	FL3-H	PP CD3				
132522	6	FL4-H	APC CD19				
142305	1	FSC-H	FSC				
142305	2	SSC-H	SSC				
142305	3	FL1-H	FITC CD4				
142305	4	FL2-H	PE CCR3				
142305	5	FL3-H	PP CD8				
142305	6	FL4-H	APC CCR4				
76542	1	FSC-H	FSC				
76542	2	SSC-H	SSC				
76542	3	FL1-H	FITC CD4				
76542	4	FL2-H	PE CD25				
76542	5	FL3-H	PP CD3				
76542	6	FL4-H	APC CD161				
124348	1	FSC-H	FSC				
124348	2	SSC-H	SSC				
124348	3	FL1-H	FITC CD4				
124348	4	FL2-H	PE CD25				
124348	5	FL3-H	PP CD3				
124348	6	FL4-H	APC CD45RA				
130341	1	FSC-H	FSC				
130341	2	SSC-H	SSC				
130341	3	FL1-H	FITC CD4				
130341	4	FL2-H	PE CD25				
130341	5	FL3-H	PP CD3				
130341	6	FL4-H	APC CD45RO				
92501	1	FSC-H	FSC				
92501	2	SSC-H	SSC				
92501	3	FL1-H	FITC CD4				
92501	4	FL2-H	PE CXCR3				
92501	5	FL3-H	PP CD8				
92501	6	FL4-H	APC CCR5				
128118	1	FSC-H	Forward Scatter				
128118	2	SSC-H	Side Scatter				
128118	3	FL1-H	FITC CD56				
128118	4	FL2-H	PE CD123				
128118	5	FL3-H	PP CD3 14 19				
128118	6	FL4-H	APC CD11C				
138631	1	FSC-H	FSC				
138631	2	SSC-H	SSC				
138631	3	FL1-H	FITC CD56				
138631	4	FL2-H	PE CXCR3				
138631	5	FL3-H	PP CD3				
138631	6	FL4-H	APC CCR5				
128149	1	FSC-H	FSC				
128149	2	SSC-H	SSC				
128149	3	FL1-H	AUTO1				
128149	4	FL2-H	AUTO2				
128149	5	FL3-H	AUTO3				
128149	6	FL4-H	AUTO4				
98307	1	FSC-H	FSC				
98307	2	SSC-H	SSC				
98307	3	FL1-H	FITC CD14				
98307	4	FL2-H	PE CD23				
98307	5	FL3-H	PP CD3				
98307	6	FL4-H	APC CD19				
106429	1	FSC-H	FSC				
106429	2	SSC-H	SSC				
106429	3	FL1-H	FITC CD4				
106429	4	FL2-H	PE CCR3				
106429	5	FL3-H	PP CD8				
106429	6	FL4-H	APC CCR4				
119592	1	FSC-H	FSC				
119592	2	SSC-H	SSC				
119592	3	FL1-H	FITC CD4				
119592	4	FL2-H	PE CD25				
119592	5	FL3-H	PP CD3				
119592	6	FL4-H	APC CD161				
129421	1	FSC-H	FSC				
129421	2	SSC-H	SSC				
129421	3	FL1-H	FITC CD4				
129421	4	FL2-H	PE CD25				
129421	5	FL3-H	PP CD3				
129421	6	FL4-H	APC CD45RA				
81441	1	FSC-H	FSC				
81441	2	SSC-H	SSC				
81441	3	FL1-H	FITC CD4				
81441	4	FL2-H	PE CD25				
81441	5	FL3-H	PP CD3				
81441	6	FL4-H	APC CD45RO				
149036	1	FSC-H	FSC				
149036	2	SSC-H	SSC				
149036	3	FL1-H	FITC CD4				
149036	4	FL2-H	PE CXCR3				
149036	5	FL3-H	PP CD8				
149036	6	FL4-H	APC CCR5				
79482	1	FSC-H	Forward Scatter				
79482	2	SSC-H	Side Scatter				
79482	3	FL1-H	FITC CD56				
79482	4	FL2-H	PE CD123				
79482	5	FL3-H	PP CD3 14 19				
79482	6	FL4-H	APC CD11C				
76749	1	FSC-H	FSC				
76749	2	SSC-H	SSC				
76749	3	FL1-H	FITC CD56				
76749	4	FL2-H	PE CXCR3				
76749	5	FL3-H	PP CD3				
76749	6	FL4-H	APC CCR5				
112025	1	FSC-H	FSC				
112025	2	SSC-H	SSC				
112025	3	FL1-H	AUTO1				
112025	4	FL2-H	AUTO2				
112025	5	FL3-H	AUTO3				
112025	6	FL4-H	AUTO4				
150180	1	FSC-H	FSC				
150180	2	SSC-H	SSC				
150180	3	FL1-H	FITC CD14				
150180	4	FL2-H	PE CD23				
150180	5	FL3-H	PP CD3				
150180	6	FL4-H	APC CD19				
132850	1	FSC-H	FSC				
132850	2	SSC-H	SSC				
132850	3	FL1-H	FITC CD4				
132850	4	FL2-H	PE CCR3				
132850	5	FL3-H	PP CD8				
132850	6	FL4-H	APC CCR4				
146694	1	FSC-H	FSC				
146694	2	SSC-H	SSC				
146694	3	FL1-H	FITC CD4				
146694	4	FL2-H	PE CD25				
146694	5	FL3-H	PP CD3				
146694	6	FL4-H	APC CD161				
113697	1	FSC-H	FSC				
113697	2	SSC-H	SSC				
113697	3	FL1-H	FITC CD4				
113697	4	FL2-H	PE CD25				
113697	5	FL3-H	PP CD3				
113697	6	FL4-H	APC CD45RA				
90456	1	FSC-H	FSC				
90456	2	SSC-H	SSC				
90456	3	FL1-H	FITC CD4				
90456	4	FL2-H	PE CD25				
90456	5	FL3-H	PP CD3				
90456	6	FL4-H	APC CD45RO				
91289	1	FSC-H	FSC				
91289	2	SSC-H	SSC				
91289	3	FL1-H	FITC CD4				
91289	4	FL2-H	PE CXCR3				
91289	5	FL3-H	PP CD8				
91289	6	FL4-H	APC CCR5				
137456	1	FSC-H	Forward Scatter				
137456	2	SSC-H	Side Scatter				
137456	3	FL1-H	FITC CD56				
137456	4	FL2-H	PE CD123				
137456	5	FL3-H	PP CD3 14 19				
137456	6	FL4-H	APC CD11C				
106525	1	FSC-H	FSC				
106525	2	SSC-H	SSC				
106525	3	FL1-H	FITC CD56				
106525	4	FL2-H	PE CXCR3				
106525	5	FL3-H	PP CD3				
106525	6	FL4-H	APC CCR5				
103056	1	FSC-H	FSC				
103056	2	SSC-H	SSC				
103056	3	FL1-H	AUTO1				
103056	4	FL2-H	AUTO2				
103056	5	FL3-H	AUTO3				
103056	6	FL4-H	AUTO4				
110737	1	FSC-H	FSC				
110737	2	SSC-H	SSC				
110737	3	FL1-H	FITC CD14				
110737	4	FL2-H	PE CD23				
110737	5	FL3-H	PP CD3				
110737	6	FL4-H	APC CD19				
116054	1	FSC-H	FSC				
116054	2	SSC-H	SSC				
116054	3	FL1-H	FITC CD4				
116054	4	FL2-H	PE CCR3				
116054	5	FL3-H	PP CD8				
116054	6	FL4-H	APC CCR4				
112263	1	FSC-H	FSC				
112263	2	SSC-H	SSC				
112263	3	FL1-H	FITC CD4				
112263	4	FL2-H	PE CD25				
112263	5	FL3-H	PP CD3				
112263	6	FL4-H	APC CD161				
129794	1	FSC-H	FSC				
129794	2	SSC-H	SSC				
129794	3	FL1-H	FITC CD4				
129794	4	FL2-H	PE CD25				
129794	5	FL3-H	PP CD3				
129794	6	FL4-H	APC CD45RA				
140336	1	FSC-H	FSC				
140336	2	SSC-H	SSC				
140336	3	FL1-H	FITC CD4				
140336	4	FL2-H	PE CD25				
140336	5	FL3-H	PP CD3				
140336	6	FL4-H	APC CD45RO				
123830	1	FSC-H	FSC				
123830	2	SSC-H	SSC				
123830	3	FL1-H	FITC CD4				
123830	4	FL2-H	PE CXCR3				
123830	5	FL3-H	PP CD8				
123830	6	FL4-H	APC CCR5				
77741	1	FSC-H	Forward Scatter				
77741	2	SSC-H	Side Scatter				
77741	3	FL1-H	FITC CD56				
77741	4	FL2-H	PE CD123				
77741	5	FL3-H	PP CD3 14 19				
77741	6	FL4-H	APC CD11C				
123507	1	FSC-H	FSC				
123507	2	SSC-H	SSC				
123507	3	FL1-H	FITC CD56				
123507	4	FL2-H	PE CXCR3				
123507	5	FL3-H	PP CD3				
123507	6	FL4-H	APC CCR5				
150096	1	FSC-H	FSC				
150096	2	SSC-H	SSC				
150096	3	FL1-H	AUTO1				
150096	4	FL2-H	AUTO2				
150096	5	FL3-H	AUTO3				
150096	6	FL4-H	AUTO4				
104365	1	FSC-H	FSC				
104365	2	SSC-H	SSC				
104365	3	FL1-H	FITC CD14				
104365	4	FL2-H	PE CD23				
104365	5	FL3-H	PP CD3				
104365	6	FL4-H	APC CD19				
89414	1	FSC-H	FSC				
89414	2	SSC-H	SSC				
89414	3	FL1-H	FITC CD4				
89414	4	FL2-H	PE CCR3				
89414	5	FL3-H	PP CD8				
89414	6	FL4-H	APC CCR4				
87809	1	FSC-H	FSC				
87809	2	SSC-H	SSC				
87809	3	FL1-H	FITC CD4				
87809	4	FL2-H	PE CD25				
87809	5	FL3-H	PP CD3				
87809	6	FL4-H	APC CD161				
76110	1	FSC-H	FSC				
76110	2	SSC-H	SSC				
76110	3	FL1-H	FITC CD4				
76110	4	FL2-H	PE CD25				
76110	5	FL3-H	PP CD3				
76110	6	FL4-H	APC CD45RA				
128281	1	FSC-H	FSC				
128281	2	SSC-H	SSC				
128281	3	FL1-H	FITC CD4				
128281	4	FL2-H	PE CD25				
128281	5	FL3-H	PP CD3				
128281	6	FL4-H	APC CD45RO				
117850	1	FSC-H	FSC				
117850	2	SSC-H	SSC				
117850	3	FL1-H	FITC CD4				
117850	4	FL2-H	PE CXCR3				
117850	5	FL3-H	PP CD8				
117850	6	FL4-H	APC CCR5				
124061	1	FSC-H	Forward Scatter				
124061	2	SSC-H	Side Scatter				
124061	3	FL1-H	FITC CD56				
124061	4	FL2-H	PE CD123				
124061	5	FL3-H	PP CD3 14 19				
124061	6	FL4-H	APC CD11C				
123188	1	FSC-H	FSC				
123188	2	SSC-H	SSC				
123188	3	FL1-H	FITC CD56				
123188	4	FL2-H	PE CXCR3				
123188	5	FL3-H	PP CD3				
123188	6	FL4-H	APC CCR5				
121677	1	FSC-H	FSC				
121677	2	SSC-H	SSC				
121677	3	FL1-H	AUTO1				
121677	4	FL2-H	AUTO2				
121677	5	FL3-H	AUTO3				
121677	6	FL4-H	AUTO4				
80589	1	FSC-H	FSC				
80589	2	SSC-H	SSC				
80589	3	FL1-H	FITC CD14				
80589	4	FL2-H	PE CD23				
80589	5	FL3-H	PP CD3				
80589	6	FL4-H	APC CD19				
85215	1	FSC-H	FSC				
85215	2	SSC-H	SSC				
85215	3	FL1-H	FITC CD4				
85215	4	FL2-H	PE CCR3				
85215	5	FL3-H	PP CD8				
85215	6	FL4-H	APC CCR4				
105951	1	FSC-H	FSC				
105951	2	SSC-H	SSC				
105951	3	FL1-H	FITC CD4				
105951	4	FL2-H	PE CD25				
105951	5	FL3-H	PP CD3				
105951	6	FL4-H	APC CD161				
141400	1	FSC-H	FSC				
141400	2	SSC-H	SSC				
141400	3	FL1-H	FITC CD4				
141400	4	FL2-H	PE CD25				
141400	5	FL3-H	PP CD3				
141400	6	FL4-H	APC CD45RA				
144230	1	FSC-H	FSC				
144230	2	SSC-H	SSC				
144230	3	FL1-H	FITC CD4				
144230	4	FL2-H	PE CD25				
144230	5	FL3-H	PP CD3				
144230	6	FL4-H	APC CD45RO				
101888	1	FSC-H	FSC				
101888	2	SSC-H	SSC				
101888	3	FL1-H	FITC CD4				
101888	4	FL2-H	PE CXCR3				
101888	5	FL3-H	PP CD8				
101888	6	FL4-H	APC CCR5				
142191	1	FSC-H	Forward Scatter				
142191	2	SSC-H	Side Scatter				
142191	3	FL1-H	FITC CD56				
142191	4	FL2-H	PE CD123				
142191	5	FL3-H	PP CD3 14 19				
142191	6	FL4-H	APC CD11C				
101375	1	FSC-H	FSC				
101375	2	SSC-H	SSC				
101375	3	FL1-H	FITC CD56				
101375	4	FL2-H	PE CXCR3				
101375	5	FL3-H	PP CD3				
101375	6	FL4-H	APC CCR5				
111332	1	FSC-H	FSC				
111332	2	SSC-H	SSC				
111332	3	FL1-H	AUTO1				
111332	4	FL2-H	AUTO2				
111332	5	FL3-H	AUTO3				
111332	6	FL4-H	AUTO4				
109467	1	FSC-H	FSC				
109467	2	SSC-H	SSC				
109467	3	FL1-H	FITC CD14				
109467	4	FL2-H	PE CD23				
109467	5	FL3-H	PP CD3				
109467	6	FL4-H	APC CD19				
124283	1	FSC-H	FSC				
124283	2	SSC-H	SSC				
124283	3	FL1-H	FITC CD4				
124283	4	FL2-H	PE CCR3				
124283	5	FL3-H	PP CD8				
124283	6	FL4-H	APC CCR4				
115425	1	FSC-H	FSC				
115425	2	SSC-H	SSC				
115425	3	FL1-H	FITC CD4				
115425	4	FL2-H	PE CD25				
115425	5	FL3-H	PP CD3				
115425	6	FL4-H	APC CD161				
85695	1	FSC-H	FSC				
85695	2	SSC-H	SSC				
85695	3	FL1-H	FITC CD4				
85695	4	FL2-H	PE CD25				
85695	5	FL3-H	PP CD3				
85695	6	FL4-H	APC CD45RA				
121110	1	FSC-H	FSC				
121110	2	SSC-H	SSC				
121110	3	FL1-H	FITC CD4				
121110	4	FL2-H	PE CD25				
121110	5	FL3-H	PP CD3				
121110	6	FL4-H	APC CD45RO				
90853	1	FSC-H	FSC				
90853	2	SSC-H	SSC				
90853	3	FL1-H	FITC CD4				
90853	4	FL2-H	PE CXCR3				
90853	5	FL3-H	PP CD8				
90853	6	FL4-H	APC CCR5				
97016	1	FSC-H	Forward Scatter				
97016	2	SSC-H	Side Scatter				
97016	3	FL1-H	FITC CD56				
97016	4	FL2-H	PE CD123				
97016	5	FL3-H	PP CD3 14 19				
97016	6	FL4-H	APC CD11C				
125710	1	FSC-H	FSC				
125710	2	SSC-H	SSC				
125710	3	FL1-H	FITC CD56				
125710	4	FL2-H	PE CXCR3				
125710	5	FL3-H	PP CD3				
125710	6	FL4-H	APC CCR5				
151477	1	FSC-H	FSC				
151477	2	SSC-H	SSC				
151477	3	FL1-H	AUTO1				
151477	4	FL2-H	AUTO2				
151477	5	FL3-H	AUTO3				
151477	6	FL4-H	AUTO4				
87409	1	FSC-H	FSC				
87409	2	SSC-H	SSC				
87409	3	FL1-H	FITC CD14				
87409	4	FL2-H	PE CD23				
87409	5	FL3-H	PP CD3				
87409	6	FL4-H	APC CD19				
115386	1	FSC-H	FSC				
115386	2	SSC-H	SSC				
115386	3	FL1-H	FITC CD4				
115386	4	FL2-H	PE CCR3				
115386	5	FL3-H	PP CD8				
115386	6	FL4-H	APC CCR4				
92732	1	FSC-H	FSC				
92732	2	SSC-H	SSC				
92732	3	FL1-H	FITC CD4				
92732	4	FL2-H	PE CD25				
92732	5	FL3-H	PP CD3				
92732	6	FL4-H	APC CD161				
124856	1	FSC-H	FSC				
124856	2	SSC-H	SSC				
124856	3	FL1-H	FITC CD4				
124856	4	FL2-H	PE CD25				
124856	5	FL3-H	PP CD3				
124856	6	FL4-H	APC CD45RA				
148034	1	FSC-H	FSC				
148034	2	SSC-H	SSC				
148034	3	FL1-H	FITC CD4				
148034	4	FL2-H	PE CD25				
148034	5	FL3-H	PP CD3				
148034	6	FL4-H	APC CD45RO				
129204	1	FSC-H	FSC				
129204	2	SSC-H	SSC				
129204	3	FL1-H	FITC CD4				
129204	4	FL2-H	PE CXCR3				
129204	5	FL3-H	PP CD8				
129204	6	FL4-H	APC CCR5				
151503	1	FSC-H	Forward Scatter				
151503	2	SSC-H	Side Scatter				
151503	3	FL1-H	FITC CD56				
151503	4	FL2-H	PE CD123				
151503	5	FL3-H	PP CD3 14 19				
151503	6	FL4-H	APC CD11C				
82808	1	FSC-H	FSC				
82808	2	SSC-H	SSC				
82808	3	FL1-H	FITC CD56				
82808	4	FL2-H	PE CXCR3				
82808	5	FL3-H	PP CD3				
82808	6	FL4-H	APC CCR5				
138777	1	FSC-H	FSC				
138777	2	SSC-H	SSC				
138777	3	FL1-H	AUTO1				
138777	4	FL2-H	AUTO2				
138777	5	FL3-H	AUTO3				
138777	6	FL4-H	AUTO4				
96005	1	FSC-H	FSC				
96005	2	SSC-H	SSC				
96005	3	FL1-H	FITC CD14				
96005	4	FL2-H	PE CD23				
96005	5	FL3-H	PP CD3				
96005	6	FL4-H	APC CD19				
148675	1	FSC-H	FSC				
148675	2	SSC-H	SSC				
148675	3	FL1-H	FITC CD4				
148675	4	FL2-H	PE CCR3				
148675	5	FL3-H	PP CD8				
148675	6	FL4-H	APC CCR4				
138022	1	FSC-H	FSC				
138022	2	SSC-H	SSC				
138022	3	FL1-H	FITC CD4				
138022	4	FL2-H	PE CD25				
138022	5	FL3-H	PP CD3				
138022	6	FL4-H	APC CD161				
114977	1	FSC-H	FSC				
114977	2	SSC-H	SSC				
114977	3	FL1-H	FITC CD4				
114977	4	FL2-H	PE CD25				
114977	5	FL3-H	PP CD3				
114977	6	FL4-H	APC CD45RA				
96653	1	FSC-H	FSC				
96653	2	SSC-H	SSC				
96653	3	FL1-H	FITC CD4				
96653	4	FL2-H	PE CD25				
96653	5	FL3-H	PP CD3				
96653	6	FL4-H	APC CD45RO				
139485	1	FSC-H	FSC				
139485	2	SSC-H	SSC				
139485	3	FL1-H	FITC CD4				
139485	4	FL2-H	PE CXCR3				
139485	5	FL3-H	PP CD8				
139485	6	FL4-H	APC CCR5				
76295	1	FSC-H	Forward Scatter				
76295	2	SSC-H	Side Scatter				
76295	3	FL1-H	FITC CD56				
76295	4	FL2-H	PE CD123				
76295	5	FL3-H	PP CD3 14 19				
76295	6	FL4-H	APC CD11C				
146931	1	FSC-H	FSC				
146931	2	SSC-H	SSC				
146931	3	FL1-H	FITC CD56				
146931	4	FL2-H	PE CXCR3				
146931	5	FL3-H	PP CD3				
146931	6	FL4-H	APC CCR5				
97744	1	FSC-H	FSC				
97744	2	SSC-H	SSC				
97744	3	FL1-H	AUTO1				
97744	4	FL2-H	AUTO2				
97744	5	FL3-H	AUTO3				
97744	6	FL4-H	AUTO4				
80801	1	FSC-H	FSC				
80801	2	SSC-H	SSC				
80801	3	FL1-H	FITC CD4				
80801	4	FL2-H	PE CD25				
80801	5	FL3-H	PP CD3				
80801	6	FL4-H	APC CD161				
129431	1	FSC-H	FSC				
129431	2	SSC-H	SSC				
129431	3	FL1-H	FITC CD4				
129431	4	FL2-H	PE CD25				
129431	5	FL3-H	PP CD3				
129431	6	FL4-H	APC CD45RA				
117579	1	FSC-H	FSC				
117579	2	SSC-H	SSC				
117579	3	FL1-H	FITC CD4				
117579	4	FL2-H	PE CD25				
117579	5	FL3-H	PP CD3				
117579	6	FL4-H	APC CD45RO				
92902	1	FSC-H	FSC				
92902	2	SSC-H	SSC				
92902	3	FL1-H	FITC CD4				
92902	4	FL2-H	PE CD25				
92902	5	FL3-H	PP CD3				
92902	6	FL4-H	APC CD161				
137038	1	FSC-H	FSC				
137038	2	SSC-H	SSC				
137038	3	FL1-H	FITC CD4				
137038	4	FL2-H	PE CD25				
137038	5	FL3-H	PP CD3				
137038	6	FL4-H	APC CD45RA				
131143	1	FSC-H	FSC				
131143	2	SSC-H	SSC				
131143	3	FL1-H	FITC CD4				
131143	4	FL2-H	PE CD25				
131143	5	FL3-H	PP CD3				
131143	6	FL4-H	APC CD45RO				
137338	1	FSC-H	FSC				
137338	2	SSC-H	SSC				
137338	3	FL1-H	FITC CD4				
137338	4	FL2-H	PE CD25				
137338	5	FL3-H	PP CD3				
137338	6	FL4-H	APC CD161				
147096	1	FSC-H	FSC				
147096	2	SSC-H	SSC				
147096	3	FL1-H	FITC CD4				
147096	4	FL2-H	PE CD25				
147096	5	FL3-H	PP CD3				
147096	6	FL4-H	APC CD45RA				
92899	1	FSC-H	FSC				
92899	2	SSC-H	SSC				
92899	3	FL1-H	FITC CD4				
92899	4	FL2-H	PE CD25				
92899	5	FL3-H	PP CD3				
92899	6	FL4-H	APC CD45RO				
129145	1	FSC-H	FSC				
129145	2	SSC-H	SSC				
129145	3	FL1-H	FITC CD4				
129145	4	FL2-H	PE CD25				
129145	5	FL3-H	PP CD3				
129145	6	FL4-H	APC CD161				
117491	1	FSC-H	FSC				
117491	2	SSC-H	SSC				
117491	3	FL1-H	FITC CD4				
117491	4	FL2-H	PE CD25				
117491	5	FL3-H	PP CD3				
117491	6	FL4-H	APC CD45RA				
127174	1	FSC-H	FSC				
127174	2	SSC-H	SSC				
127174	3	FL1-H	FITC CD4				
127174	4	FL2-H	PE CD25				
127174	5	FL3-H	PP CD3				
127174	6	FL4-H	APC CD45RO				
143622	1	FSC-H	FSC				
143622	2	SSC-H	SSC				
143622	3	FL1-H	FITC CD4				
143622	4	FL2-H	PE CD25				
143622	5	FL3-H	PP CD3				
143622	6	FL4-H	APC CD161				
96119	1	FSC-H	FSC				
96119	2	SSC-H	SSC				
96119	3	FL1-H	FITC CD4				
96119	4	FL2-H	PE CD25				
96119	5	FL3-H	PP CD3				
96119	6	FL4-H	APC CD45RA				
111663	1	FSC-H	FSC				
111663	2	SSC-H	SSC				
111663	3	FL1-H	FITC CD4				
111663	4	FL2-H	PE CD25				
111663	5	FL3-H	PP CD3				
111663	6	FL4-H	APC CD45RO				
128418	1	FSC-H	FSC				
128418	2	SSC-H	SSC				
128418	3	FL1-H	FITC CD4				
128418	4	FL2-H	PE CD25				
128418	5	FL3-H	PP CD3				
128418	6	FL4-H	APC CD161				
85489	1	FSC-H	FSC				
85489	2	SSC-H	SSC				
85489	3	FL1-H	FITC CD4				
85489	4	FL2-H	PE CD25				
85489	5	FL3-H	PP CD3				
85489	6	FL4-H	APC CD45RA				
133677	1	FSC-H	FSC				
133677	2	SSC-H	SSC				
133677	3	FL1-H	FITC CD4				
133677	4	FL2-H	PE CD25				
133677	5	FL3-H	PP CD3				
133677	6	FL4-H	APC CD45RO				
113971	1	FSC-H	FSC				
113971	2	SSC-H	SSC				
113971	3	FL1-H	FITC CD4				
113971	4	FL2-H	PE CD25				
113971	5	FL3-H	PP CD3				
113971	6	FL4-H	APC CD161				
109320	1	FSC-H	FSC				
109320	2	SSC-H	SSC				
109320	3	FL1-H	FITC CD4				
109320	4	FL2-H	PE CD25				
109320	5	FL3-H	PP CD3				
109320	6	FL4-H	APC CD45RA				
128005	1	FSC-H	FSC				
128005	2	SSC-H	SSC				
128005	3	FL1-H	FITC CD4				
128005	4	FL2-H	PE CD25				
128005	5	FL3-H	PP CD3				
128005	6	FL4-H	APC CD45RO				
103269	1	FSC-H	FSC				
103269	2	SSC-H	SSC				
103269	3	FL1-H	FITC CD4				
103269	4	FL2-H	PE CD25				
103269	5	FL3-H	PP CD3				
103269	6	FL4-H	APC CD161				
83837	1	FSC-H	FSC				
83837	2	SSC-H	SSC				
83837	3	FL1-H	FITC CD4				
83837	4	FL2-H	PE CD25				
83837	5	FL3-H	PP CD3				
83837	6	FL4-H	APC CD45RA				
123527	1	FSC-H	FSC				
123527	2	SSC-H	SSC				
123527	3	FL1-H	FITC CD4				
123527	4	FL2-H	PE CD25				
123527	5	FL3-H	PP CD3				
123527	6	FL4-H	APC CD45RO				
88398	1	FSC-H	FSC				
88398	2	SSC-H	SSC				
88398	3	FL1-H	FITC CD4				
88398	4	FL2-H	PE CD25				
88398	5	FL3-H	PP CD3				
88398	6	FL4-H	APC CD161				
124104	1	FSC-H	FSC				
124104	2	SSC-H	SSC				
124104	3	FL1-H	FITC CD4				
124104	4	FL2-H	PE CD25				
124104	5	FL3-H	PP CD3				
124104	6	FL4-H	APC CD45RA				
122306	1	FSC-H	FSC				
122306	2	SSC-H	SSC				
122306	3	FL1-H	FITC CD4				
122306	4	FL2-H	PE CD25				
122306	5	FL3-H	PP CD3				
122306	6	FL4-H	APC CD45RO				
97190	1	FSC-H	FSC				
97190	2	SSC-H	SSC				
97190	3	FL1-H	FITC CD4				
97190	4	FL2-H	PE CD25				
97190	5	FL3-H	PP CD3				
97190	6	FL4-H	APC CD161				
151525	1	FSC-H	FSC				
151525	2	SSC-H	SSC				
151525	3	FL1-H	FITC CD4				
151525	4	FL2-H	PE CD25				
151525	5	FL3-H	PP CD3				
151525	6	FL4-H	APC CD45RA				
134473	1	FSC-H	FSC				
134473	2	SSC-H	SSC				
134473	3	FL1-H	FITC CD4				
134473	4	FL2-H	PE CD25				
134473	5	FL3-H	PP CD3				
134473	6	FL4-H	APC CD45RO				
102477	1	FSC-H	FSC				
102477	2	SSC-H	SSC				
102477	3	FL1-H	FITC CD14				
102477	4	FL2-H	PE CD23				
102477	5	FL3-H	PP CD3				
102477	6	FL4-H	APC CD19				
93374	1	FSC-H	FSC				
93374	2	SSC-H	SSC				
93374	3	FL1-H	FITC CD4				
93374	4	FL2-H	PE CCR3				
93374	5	FL3-H	PP CD8				
93374	6	FL4-H	APC CCR4				
136298	1	FSC-H	FSC				
136298	2	SSC-H	SSC				
136298	3	FL1-H	FITC CD4				
136298	4	FL2-H	PE CD25				
136298	5	FL3-H	PP CD3				
136298	6	FL4-H	APC CD161				
85525	1	FSC-H	FSC				
85525	2	SSC-H	SSC				
85525	3	FL1-H	FITC CD4				
85525	4	FL2-H	PE CD25				
85525	5	FL3-H	PP CD3				
85525	6	FL4-H	APC CD45RA				
138783	1	FSC-H	FSC				
138783	2	SSC-H	SSC				
138783	3	FL1-H	FITC CD4				
138783	4	FL2-H	PE CD25				
138783	5	FL3-H	PP CD3				
138783	6	FL4-H	APC CD45RO				
137193	1	FSC-H	FSC				
137193	2	SSC-H	SSC				
137193	3	FL1-H	FITC CD4				
137193	4	FL2-H	PE CXCR3				
137193	5	FL3-H	PP CD8				
137193	6	FL4-H	APC CCR5				
93197	1	FSC-H	Forward Scatter				
93197	2	SSC-H	Side Scatter				
93197	3	FL1-H	FITC CD56				
93197	4	FL2-H	PE CD123				
93197	5	FL3-H	PP CD3 14 19				
93197	6	FL4-H	APC CD11C				
134569	1	FSC-H	FSC				
134569	2	SSC-H	SSC				
134569	3	FL1-H	FITC CD56				
134569	4	FL2-H	PE CXCR3				
134569	5	FL3-H	PP CD3				
134569	6	FL4-H	APC CCR5				
124376	1	FSC-H	FSC				
124376	2	SSC-H	SSC				
124376	3	FL1-H	AUTO1				
124376	4	FL2-H	AUTO2				
124376	5	FL3-H	AUTO3				
124376	6	FL4-H	AUTO4				
127999	1	FSC-H	FSC				
127999	2	SSC-H	SSC				
127999	3	FL1-H	FITC CD4				
127999	4	FL2-H	PE CD25				
127999	5	FL3-H	PP CD3				
127999	6	FL4-H	APC CD161				
87701	1	FSC-H	FSC				
87701	2	SSC-H	SSC				
87701	3	FL1-H	FITC CD4				
87701	4	FL2-H	PE CD25				
87701	5	FL3-H	PP CD3				
87701	6	FL4-H	APC CD45RA				
93934	1	FSC-H	FSC				
93934	2	SSC-H	SSC				
93934	3	FL1-H	FITC CD4				
93934	4	FL2-H	PE CD25				
93934	5	FL3-H	PP CD3				
93934	6	FL4-H	APC CD45RO				
148347	1	FSC-H	FSC				
148347	2	SSC-H	SSC				
148347	3	FL1-H	FITC CD4				
148347	4	FL2-H	PE CD25				
148347	5	FL3-H	PP CD3				
148347	6	FL4-H	APC CD161				
115308	1	FSC-H	FSC				
115308	2	SSC-H	SSC				
115308	3	FL1-H	FITC CD4				
115308	4	FL2-H	PE CD25				
115308	5	FL3-H	PP CD3				
115308	6	FL4-H	APC CD45RA				
129391	1	FSC-H	FSC				
129391	2	SSC-H	SSC				
